timestamp,src_ip,dst_ip,protocol,length
2025-01-19 20:35:06.268369913,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.268512011,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.268556118,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.268619061,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.268646955,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.268706083,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.268728018,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.268729925,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.268795967,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.268980026,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.269047022,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.269073009,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.269074917,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.269310951,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.269351006,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.269435883,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.269474983,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.269541979,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.269541979,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.269545078,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.269635916,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.269804001,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.269879103,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.269912004,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.269998074,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.270148993,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.270241022,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.270275116,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.270328999,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.270443916,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.270447016,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.270555973,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.270778894,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.270808935,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.270811081,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.270956039,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.271018028,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.271092892,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.271188974,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.271190882,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.271368027,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.271445036,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.271513939,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.271516085,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.271667957,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.271780014,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.271853924,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.271944046,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.271960020,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.271977901,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.271980047,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.272128105,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.272192001,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.272260904,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.272263050,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.272435904,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.272530079,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.272624969,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.272627115,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.272706032,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.272798061,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.272871017,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.272981882,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.272986889,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.273113012,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.273185015,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.273209095,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.273227930,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.273230076,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.273432970,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.273438931,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.273441076,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.273542881,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.273627996,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.273767948,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.273770094,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.273909092,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.273924112,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.273926020,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.274065971,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.274132967,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.274251938,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.274300098,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.274302006,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.274434090,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.274471045,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.274576902,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.274648905,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.274709940,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.274719000,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.274924994,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.274995089,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.274997950,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.275044918,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.275047064,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.275191069,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.275253057,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.275327921,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.275376081,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.275377989,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.275419950,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.275600910,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.275684118,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.275696039,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.275774002,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.275835991,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.275949955,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.276022911,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276048899,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.276051044,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276067019,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276241064,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.276278973,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.276281118,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276354074,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276439905,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276541948,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.276544094,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276705027,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.276778936,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276851892,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.276854038,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276871920,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.276875019,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276895046,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.276896954,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276973963,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.276977062,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.276998043,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.277000904,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277019978,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.277021885,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277065992,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.277067900,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277134895,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.277137995,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277156115,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.277158976,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277180910,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.277182102,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277200937,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.277203083,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277281046,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.277283907,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.277343988,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.277347088,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278100014,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.278101921,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.278105021,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278107882,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278225899,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.278228998,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278264999,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.278266907,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278382063,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.278383970,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278445959,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.278449059,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278492928,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.278496027,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278515100,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.278517008,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.278559923,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.278562069,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279444933,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.279448032,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279474020,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.279476881,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279568911,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.279572010,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279639959,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.279643059,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279663086,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.279665947,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279731989,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.279733896,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279890060,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.279892921,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.279903889,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.279906034,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280087948,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.280090094,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280136108,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.280138969,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280309916,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.280312061,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280344009,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.280344963,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280422926,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.280426025,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280513048,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.280514956,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280601978,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.280605078,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280669928,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.280672073,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280808926,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.280812025,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.280888081,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.280890942,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281028032,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.281029940,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281099081,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.281101942,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281146049,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.281147957,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281207085,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.281209946,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281346083,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.281348944,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281440973,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.281444073,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281506062,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.281507969,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281622887,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.281625032,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281711102,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.281713963,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281832933,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.281835079,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.281872034,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.281874895,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282011032,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.282013893,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282052994,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.282056093,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282155991,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.282157898,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282239914,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.282243013,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282357931,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.282361031,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282426119,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.282428980,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282469988,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.282471895,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282640934,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.282641888,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282784939,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.282787085,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282804012,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.282805920,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.282951117,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.282953024,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283076048,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.283077955,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283145905,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.283148050,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283313036,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.283313990,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283430099,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.283493042,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.283495903,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283607960,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.283610106,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283648968,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.283651114,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283786058,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.283787012,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.283885956,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.284015894,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.284055948,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.284060001,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284221888,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.284224987,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284233093,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.284240961,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284377098,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.284378052,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284490108,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.284578085,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.284580946,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284701109,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.284703970,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284742117,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.284744024,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284832001,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.284832954,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.284925938,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.284929037,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285105944,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.285106897,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285218000,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.285218954,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285314083,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.285315990,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285454988,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.285456896,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285499096,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.285501957,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285639048,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.285640955,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285656929,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.285657883,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285813093,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.285815001,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285978079,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.285979033,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.285994053,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.285995960,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286170959,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.286173105,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286233902,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.286237001,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286350012,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.286350965,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286441088,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.286442041,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286511898,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.286513090,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286525965,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.286529064,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286645889,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.286648989,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286745071,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.286746979,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286827087,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.286829948,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.286947966,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.286950111,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287091970,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.287092924,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287257910,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.287260056,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287375927,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.287375927,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.287379026,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287383080,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287439108,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.287441015,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287529945,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.287533045,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287596941,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.287599087,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287769079,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.287770033,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287842989,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.287843943,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.287960052,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.287961006,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288038969,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.288039923,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288110018,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.288110971,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288192987,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288193941,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288218021,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.288219929,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288238049,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288239956,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288317919,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.288319111,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288436890,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.288438082,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288548946,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.288549900,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288568974,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288569927,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288635015,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288635969,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288636923,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288639069,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288774967,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.288775921,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288842916,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288844109,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288866997,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.288867950,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288891077,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.288892031,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.288933992,192.168.1.237,192.168.1.18,6,4410
